nazev	obalky,N,9,0	platne_hla,N,19,11	platne_hlasy	KSCM,N,9,0	CSSD,N,9,0	Koal_TOP09,N,9,0	KDU_CSL,N,9,0	Pirati,N,9,0	ANO_2011,N,9,0	ODS,N,9,0	SZ,N,9,0	Svobodni,N,9,0	Usvit,N,9,0	Ostatni	M,N,9,0	VIZE,N,9,0	CSR,N,9,0	Koal__SP_a,N,9,0	RDS,N,9,0	KSC,N,9,0	PB,N,9,0	ABS,N,9,0	Koal_DSSS_,N,9,0	KAN,N,9,0	HSS,N,9,0	Republika,N,9,0	CS,N,9,0	KC,N,9,0	ANEO,N,9,0	CSNS,N,9,0	O_K_strana,N,9,0	VV,N,9,0	OBC_2011,N,9,0	ND,N,9,0	SRP,N,9,0	Rozumni,N,9,0	HNPD,N,9,0	LES,N,9,0	RSCMS,N,9,0	evropani,N,9,0	SNK_ED,N,9,0	LEV_21,N,9,0	ucast_prc,N,19,11	mimo_byty_,N,19,11	verici_prc,N,19,11	vek_prumer,N,19,11	vek_prum_1,N,19,11	vdani_prc,N,19,11	vzdelani_z,N,19,11	vzdelani_s,N,19,11	vzdelani_m,N,19,11	vzdelani_v,N,19,11	prace_stud,N,19,11	nezamestna,N,19,11	studenti_p,N,19,11	mira_nez_1,N,19,11	zamestna_1,N,19,11	podnikatel,N,19,11	osvc_prc,N,19,11
Stožice	29	96,55000000000	28	8	0	2	3	0	6	0	0	0	2	7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	11,46000000000	0,00000000000	12,37800000000	38,55300000000	38,54500000000	44,95100000000	0,32600000000	39,08800000000	16,93800000000	5,21200000000	0,65100000000	0,65100000000	15,30900000000	4,88600000000	70,86614173230	5,51181102362	23,62204724410
Katov	13	100,00000000000	13	1	2	5	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,40000000000	2,98500000000	11,94000000000	51,03700000000	49,73500000000	49,25400000000	1,49300000000	31,34300000000	22,38800000000	17,91000000000	1,49300000000	0,00000000000	7,46300000000	7,46300000000	67,85714285710	7,14285714286	25,00000000000
Lešany	58	100,00000000000	58	6	6	7	4	3	7	8	7	2	5	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10,72000000000	2,01400000000	11,65500000000	39,26300000000	39,21900000000	42,73400000000	0,14400000000	33,38100000000	18,84900000000	8,77700000000	0,86300000000	0,28800000000	15,39600000000	3,45300000000	80,63492063490	2,85714285714	16,50793650790
Libež	39	97,44000000000	38	9	12	0	5	1	3	0	0	3	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	27,08000000000	0,00000000000	19,88000000000	39,38600000000	39,60100000000	43,37300000000	0,00000000000	38,55400000000	16,86700000000	3,01200000000	0,00000000000	0,60200000000	12,04800000000	8,43400000000	83,56164383560	1,36986301370	15,06849315070
Bukovník	13	100,00000000000	13	0	1	3	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21,31000000000	0,00000000000	12,82100000000	42,28200000000	43,32900000000	53,84600000000	1,28200000000	34,61500000000	20,51300000000	5,12800000000	0,00000000000	0,00000000000	11,53800000000	2,56400000000	78,12500000000	6,25000000000	15,62500000000
Loket	129	99,22000000000	128	6	20	18	41	6	20	4	0	6	0	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	28,10000000000	0,52200000000	30,08700000000	41,09700000000	38,69300000000	46,78300000000	0,17400000000	36,69600000000	20,34800000000	5,91300000000	0,52200000000	0,52200000000	16,34800000000	4,00000000000	82,75862068970	2,15517241379	15,08620689660
Louňovice pod Blaníkem	108	100,00000000000	108	12	16	16	13	3	19	8	4	3	6	8	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	19,05000000000	2,64400000000	22,86200000000	43,37400000000	43,14200000000	48,36700000000	0,46700000000	35,61400000000	24,10600000000	7,15400000000	0,15600000000	0,15600000000	13,06400000000	2,64400000000	79,53020134230	4,02684563758	16,44295302010
Maršovice	113	100,00000000000	113	15	10	17	13	7	12	2	9	6	1	21	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	5	0	1	0	7	2	0	19,06000000000	2,83300000000	11,47300000000	40,79800000000	39,32300000000	44,61800000000	0,00000000000	32,86100000000	22,09600000000	7,36500000000	1,13300000000	0,28300000000	14,30600000000	3,68300000000	74,91408934710	1,37457044674	23,71134020620
Dobršín	23	100,00000000000	23	0	2	1	1	2	5	7	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27,38000000000	0,00000000000	31,73100000000	41,43300000000	39,86500000000	52,88500000000	0,00000000000	36,53800000000	20,19200000000	6,73100000000	0,96200000000	0,00000000000	18,26900000000	2,88500000000	75,51020408160	2,04081632653	22,44897959180
Přestavlky	52	100,00000000000	52	7	9	12	0	1	11	0	4	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	29,05000000000	3,60400000000	6,75700000000	45,50500000000	43,93500000000	49,55000000000	1,35100000000	39,18900000000	14,86500000000	4,05400000000	0,00000000000	0,45000000000	9,00900000000	4,95500000000	85,05747126440	3,44827586207	11,49425287360
Milínov	25	100,00000000000	25	4	7	3	0	1	6	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	16,56000000000	2,21000000000	2,76200000000	43,78200000000	43,51100000000	49,17100000000	0,55200000000	41,98900000000	13,26000000000	5,52500000000	0,55200000000	0,00000000000	17,12700000000	3,31500000000	95,89041095890	0,00000000000	4,10958904110
Mezno	53	96,23000000000	51	3	5	12	8	1	9	5	2	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	17,55000000000	0,57800000000	22,54300000000	41,40200000000	40,64600000000	47,68800000000	0,00000000000	33,81500000000	23,12100000000	4,33500000000	0,00000000000	0,28900000000	13,00600000000	2,60100000000	81,94444444440	2,08333333333	15,97222222220
Miličín	96	100,00000000000	96	9	9	14	16	8	21	3	4	4	2	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	13,50000000000	1,02600000000	20,98100000000	42,72400000000	41,03600000000	46,75000000000	0,57000000000	38,88300000000	20,41000000000	5,47300000000	0,11400000000	0,34200000000	13,11300000000	3,30700000000	80,48128342250	2,94117647059	16,57754010700
Miřetice	32	100,00000000000	32	2	3	5	5	2	10	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25,00000000000	0,00000000000	32,68000000000	39,88600000000	39,21800000000	45,75200000000	0,00000000000	29,41200000000	25,49000000000	8,49700000000	0,00000000000	1,30700000000	20,91500000000	5,22900000000	76,05633802820	7,04225352113	16,90140845070
Žákava	63	98,41000000000	62	7	7	11	5	4	14	4	2	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	17,90000000000	0,99300000000	8,18900000000	39,44000000000	38,48100000000	47,89100000000	0,24800000000	31,51400000000	22,82900000000	7,44400000000	0,49600000000	0,74400000000	12,90300000000	3,22600000000	85,54216867470	1,20481927711	13,25301204820
Mnichovice	30	100,00000000000	30	3	4	4	5	0	8	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18,87000000000	0,00000000000	33,69600000000	45,19600000000	41,48900000000	49,45700000000	0,54300000000	41,30400000000	17,93500000000	5,97800000000	0,00000000000	0,00000000000	15,76100000000	3,26100000000	78,40909090910	1,13636363636	20,45454545450
Mrač	125	99,20000000000	124	17	10	18	7	1	26	8	8	18	3	8	0	0	0	1	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	20,42000000000	5,87500000000	9,87500000000	40,56400000000	40,21100000000	47,00000000000	0,12500000000	31,50000000000	27,50000000000	9,75000000000	0,87500000000	0,37500000000	13,25000000000	4,00000000000	80,60109289620	3,00546448087	16,39344262300
Načeradec	122	99,18000000000	121	14	23	13	23	4	16	10	2	2	6	8	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	14,25000000000	0,59800000000	24,02800000000	42,97100000000	40,91000000000	43,27000000000	0,29900000000	34,79600000000	20,43900000000	6,68000000000	0,89700000000	0,29900000000	15,05500000000	3,68900000000	81,76943699730	2,68096514745	15,54959785520
Hněvnice	19	89,47000000000	17	3	1	4	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	22,09000000000	0,96200000000	2,88500000000	40,07700000000	38,55800000000	45,19200000000	0,00000000000	40,38500000000	22,11500000000	3,84600000000	0,00000000000	0,00000000000	13,46200000000	0,96200000000	92,00000000000	0,00000000000	8,00000000000
Bílov	22	100,00000000000	22	2	3	5	1	0	6	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	34,38000000000	1,31600000000	32,89500000000	46,81600000000	45,92100000000	44,73700000000	0,00000000000	15,78900000000	23,68400000000	5,26300000000	1,31600000000	0,00000000000	13,15800000000	2,63200000000	93,10344827590	3,44827586207	3,44827586207
Potvorov	27	100,00000000000	27	2	1	9	0	0	5	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23,28000000000	0,74100000000	14,07400000000	43,57400000000	44,92000000000	50,37000000000	0,00000000000	29,63000000000	26,66700000000	5,92600000000	0,74100000000	0,00000000000	14,07400000000	2,22200000000	72,72727272730	3,63636363636	23,63636363640
Nespeky	131	98,47000000000	129	5	16	35	1	7	38	7	2	6	2	10	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	25,94000000000	14,49900000000	10,31400000000	39,64300000000	39,18300000000	43,19900000000	0,29900000000	26,45700000000	25,71000000000	10,31400000000	0,89700000000	1,04600000000	15,54600000000	3,88600000000	68,56060606060	7,95454545455	23,48484848480
Sedlec	10	100,00000000000	10	4	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12,35000000000	0,00000000000	11,49400000000	38,66100000000	38,94200000000	40,23000000000	1,14900000000	31,03400000000	14,94300000000	3,44800000000	0,00000000000	2,29900000000	17,24100000000	11,49400000000	82,60869565220	0,00000000000	17,39130434780
Vysoká Libyně	38	100,00000000000	38	12	0	12	0	0	6	1	1	0	1	5	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	19,19000000000	1,68800000000	1,26600000000	38,95800000000	38,47500000000	42,61600000000	0,42200000000	40,92800000000	13,08000000000	2,11000000000	0,00000000000	0,42200000000	17,30000000000	4,21900000000	89,10891089110	2,97029702970	7,92079207921
Netvořice	113	96,46000000000	109	19	12	9	2	2	17	13	7	11	7	10	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	1	0	12,34000000000	3,27400000000	12,12400000000	40,39100000000	39,57600000000	42,03500000000	0,08800000000	35,22100000000	22,74300000000	7,34500000000	0,35400000000	0,61900000000	13,18600000000	4,77900000000	79,15831663330	2,20440881764	18,63727454910
Neustupov	66	100,00000000000	66	7	16	4	6	1	16	0	4	5	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	15,46000000000	2,73400000000	17,57800000000	41,87600000000	39,86700000000	40,82000000000	0,97700000000	38,08600000000	15,03900000000	3,90600000000	0,19500000000	0,78100000000	11,71900000000	3,71100000000	77,29729729730	3,24324324324	19,45945945950
Neveklov	303	99,67000000000	302	20	44	48	32	16	59	20	5	14	9	35	1	0	0	0	0	2	1	0	2	1	0	2	0	1	0	0	0	7	2	4	0	8	0	1	2	0	0	1	14,79000000000	1,88900000000	13,93200000000	40,56400000000	39,65900000000	40,10200000000	5,78500000000	31,09000000000	20,22800000000	6,57200000000	0,51200000000	0,90500000000	13,45900000000	3,89600000000	77,97731569000	3,21361058601	18,80907372400
Čerňovice	26	100,00000000000	26	0	6	9	0	0	3	3	0	0	3	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,26000000000	15,10800000000	0,71900000000	40,56500000000	42,05200000000	43,88500000000	0,00000000000	35,25200000000	17,98600000000	5,75500000000	0,71900000000	0,00000000000	8,63300000000	3,59700000000	85,48387096770	0,00000000000	14,51612903230
Pláně	61	100,00000000000	61	4	4	12	7	6	8	5	0	8	0	7	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	27,85000000000	1,69500000000	10,59300000000	42,58900000000	40,71100000000	47,03400000000	0,00000000000	37,28800000000	21,61000000000	3,39000000000	0,42400000000	1,27100000000	12,28800000000	3,81400000000	90,42553191490	1,06382978723	8,51063829787
Olbramovice	129	99,22000000000	128	17	18	10	8	4	43	8	3	5	3	9	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	13,47000000000	2,43900000000	12,70000000000	39,80600000000	38,74300000000	48,27600000000	0,16800000000	33,89400000000	21,61500000000	6,39200000000	0,42100000000	0,42100000000	15,39100000000	3,70100000000	80,99630996310	2,76752767528	16,23616236160
Ostředek	87	100,00000000000	87	5	8	18	9	2	23	3	3	1	2	13	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	2	0	5	0	0	0	0	1	0	31,29000000000	2,97500000000	13,73000000000	44,60100000000	41,74500000000	38,67300000000	0,00000000000	31,80800000000	24,94300000000	8,92400000000	0,22900000000	0,22900000000	9,61100000000	3,20400000000	75,43859649120	5,26315789474	19,29824561400
Kařízek	18	100,00000000000	18	0	3	6	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45,00000000000	0,00000000000	0,00000000000	41,80400000000	42,37000000000	50,00000000000	0,00000000000	45,65200000000	19,56500000000	4,34800000000	0,00000000000	0,00000000000	19,56500000000	2,17400000000	80,00000000000	6,66666666667	13,33333333330
Drahoňův Újezd	30	96,67000000000	29	3	7	3	1	1	3	1	0	5	0	5	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26,55000000000	6,40000000000	16,00000000000	46,93200000000	46,20600000000	44,00000000000	0,00000000000	43,20000000000	19,20000000000	5,60000000000	0,00000000000	0,00000000000	5,60000000000	4,00000000000	80,35714285710	5,35714285714	14,28571428570
Radvanec	35	100,00000000000	35	3	2	7	0	3	7	4	2	3	0	4	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24,48000000000	8,44200000000	9,09100000000	39,03200000000	38,91600000000	45,45500000000	0,00000000000	31,16900000000	26,62300000000	9,74000000000	1,29900000000	0,00000000000	10,39000000000	7,14300000000	70,76923076920	9,23076923077	20,00000000000
Janská	18	100,00000000000	18	7	0	0	0	2	4	1	0	0	0	4	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10,29000000000	4,68800000000	0,00000000000	38,03200000000	37,54900000000	39,06300000000	0,52100000000	42,70800000000	13,02100000000	0,52100000000	0,00000000000	2,60400000000	14,06300000000	8,33300000000	85,52631578950	2,63157894737	11,84210526320
Petroupim	37	100,00000000000	37	2	8	5	4	1	11	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	15,55000000000	0,65600000000	16,72100000000	39,20500000000	39,35800000000	51,80300000000	0,32800000000	32,45900000000	21,96700000000	7,21300000000	0,32800000000	0,65600000000	15,08200000000	2,95100000000	77,85234899330	2,68456375839	19,46308724830
Doubice	26	100,00000000000	26	4	2	4	1	4	7	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	28,57000000000	36,88500000000	2,45900000000	41,87700000000	43,43100000000	45,08200000000	0,00000000000	18,03300000000	38,52500000000	8,19700000000	0,00000000000	0,00000000000	13,93400000000	5,73800000000	60,78431372550	11,76470588240	27,45098039220
Dalešice	30	100,00000000000	30	0	3	4	0	3	5	7	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21,43000000000	1,70500000000	5,68200000000	37,89200000000	37,56800000000	43,18200000000	0,00000000000	35,79500000000	18,18200000000	9,09100000000	0,00000000000	0,00000000000	17,04500000000	2,84100000000	78,26086956520	4,34782608696	17,39130434780
Kunratice	51	98,04000000000	50	10	7	4	5	2	9	1	0	0	3	9	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	16,50000000000	1,79000000000	5,88200000000	39,76700000000	39,60100000000	43,22300000000	1,27900000000	37,59600000000	11,76500000000	1,53500000000	0,25600000000	0,76700000000	12,78800000000	5,88200000000	90,00000000000	2,14285714286	7,85714285714
Poříčí nad Sázavou	196	97,96000000000	192	12	21	49	13	8	36	10	8	10	4	21	0	3	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	6	0	5	0	0	1	0	20,61000000000	7,71800000000	8,53900000000	40,16700000000	38,32900000000	43,18600000000	0,24600000000	26,60100000000	24,22000000000	12,47900000000	0,65700000000	0,32800000000	11,98700000000	2,79100000000	78,07971014490	4,52898550725	17,39130434780
Postupice	158	100,00000000000	158	20	19	34	13	7	27	6	6	4	7	15	0	1	0	0	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	16,42000000000	2,41700000000	15,33300000000	41,12800000000	40,62100000000	47,91700000000	0,25000000000	33,58300000000	22,58300000000	6,91700000000	0,91700000000	0,50000000000	13,66700000000	4,41700000000	80,90551181100	3,74015748031	15,35433070870
Dlouhý Most	110	100,00000000000	110	5	16	20	4	7	22	5	10	5	4	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	3	0	2	0	0	0	0	16,72000000000	6,25000000000	5,48500000000	37,54300000000	36,79000000000	44,64300000000	0,51000000000	28,57100000000	23,85200000000	7,39800000000	0,89300000000	0,76500000000	17,73000000000	4,46400000000	72,80966767370	6,04229607251	21,14803625380
Pravonín	73	100,00000000000	73	19	12	15	8	3	11	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16,48000000000	1,45700000000	24,22600000000	40,58200000000	38,77900000000	45,35500000000	0,36400000000	31,51200000000	23,31500000000	5,64700000000	0,18200000000	0,18200000000	16,75800000000	2,91400000000	82,17391304350	1,30434782609	16,52173913040
Jeřmanice	73	98,63000000000	72	4	3	17	3	6	12	7	7	5	2	6	0	0	0	1	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,06000000000	6,63700000000	3,54000000000	37,61800000000	37,88300000000	48,23000000000	0,44200000000	26,32700000000	25,44200000000	10,61900000000	1,10600000000	0,44200000000	17,69900000000	4,42500000000	75,24752475250	8,91089108911	15,84158415840
Přestavlky u Čerčan	38	100,00000000000	38	3	1	8	1	2	11	7	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,02000000000	12,13900000000	11,85000000000	38,14500000000	38,11200000000	51,44500000000	0,00000000000	32,65900000000	21,38700000000	7,80300000000	0,28900000000	0,86700000000	17,05200000000	3,46800000000	80,00000000000	4,66666666667	15,33333333330
Miřejovice	19	100,00000000000	19	0	0	2	1	1	5	1	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	11,18000000000	3,17500000000	7,93700000000	42,12200000000	40,78600000000	48,14800000000	0,52900000000	23,28000000000	30,15900000000	12,16900000000	0,00000000000	1,58700000000	17,46000000000	4,76200000000	80,24691358020	8,64197530864	11,11111111110
Psáře	26	100,00000000000	26	1	7	6	3	0	2	3	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	22,61000000000	0,00000000000	36,50800000000	44,57100000000	43,44100000000	47,61900000000	0,00000000000	21,42900000000	24,60300000000	11,11100000000	0,00000000000	0,00000000000	16,66700000000	3,17500000000	74,46808510640	0,00000000000	25,53191489360
Rabyně	47	100,00000000000	47	5	4	10	0	0	18	4	0	3	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21,86000000000	7,55400000000	10,07200000000	44,91700000000	46,59600000000	44,60400000000	1,07900000000	34,53200000000	24,10100000000	8,27300000000	0,71900000000	0,36000000000	12,59000000000	3,23700000000	66,93548387100	5,64516129032	27,41935483870
Radošovice	68	97,06000000000	66	8	8	11	19	1	9	5	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	25,28000000000	0,00000000000	27,32900000000	40,53400000000	41,08100000000	48,44700000000	0,62100000000	39,13000000000	19,87600000000	4,65800000000	1,24200000000	0,93200000000	14,59600000000	4,96900000000	83,70370370370	2,22222222222	14,07407407410
Rataje	48	100,00000000000	48	1	12	0	13	2	7	7	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33,10000000000	0,00000000000	28,81400000000	41,65800000000	37,91500000000	46,32800000000	0,00000000000	49,15300000000	9,04000000000	5,65000000000	0,00000000000	0,56500000000	15,81900000000	5,65000000000	80,59701492540	1,49253731343	17,91044776120
Kozly	25	100,00000000000	25	3	7	0	0	0	6	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22,12000000000	0,00000000000	9,65500000000	38,24500000000	38,99300000000	33,79300000000	1,37900000000	35,86200000000	11,03400000000	2,06900000000	0,69000000000	2,75900000000	13,79300000000	9,65500000000	91,17647058820	5,88235294118	2,94117647059
Želkovice	16	100,00000000000	16	0	0	1	0	0	5	2	0	3	1	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	21,62000000000	0,00000000000	12,12100000000	39,26800000000	41,71400000000	41,41400000000	0,00000000000	40,40400000000	16,16200000000	5,05100000000	2,02000000000	1,01000000000	13,13100000000	7,07100000000	85,36585365850	2,43902439024	12,19512195120
Sedlec-Prčice	463	99,14000000000	459	42	75	77	53	19	69	31	12	18	18	45	0	0	0	1	1	5	0	0	1	1	0	0	0	2	1	0	0	1	1	2	0	22	0	3	0	0	0	4	19,89000000000	0,31000000000	24,44900000000	41,67100000000	40,09600000000	45,45500000000	0,48200000000	31,68000000000	21,28100000000	6,37100000000	0,55100000000	0,99900000000	16,66700000000	3,89100000000	78,38063439070	2,75459098497	18,86477462440
Čeradice	37	91,89000000000	34	6	4	2	0	4	2	5	2	2	0	7	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15,88000000000	0,00000000000	5,59400000000	38,09800000000	37,25500000000	43,00700000000	0,00000000000	30,76900000000	14,33600000000	3,84600000000	0,35000000000	0,35000000000	15,03500000000	4,89500000000	77,88461538460	7,69230769231	14,42307692310
Libočany	65	98,46000000000	64	10	14	0	4	4	6	2	1	3	11	9	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	14,98000000000	0,54200000000	5,41500000000	39,39900000000	39,98400000000	41,87700000000	0,54200000000	32,31000000000	20,93900000000	4,33200000000	0,36100000000	1,26400000000	14,44000000000	4,87400000000	86,27450980390	4,90196078431	8,82352941176
Zálužice	20	100,00000000000	20	3	1	1	0	1	4	3	0	0	0	7	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	32,79000000000	3,07700000000	6,15400000000	45,04700000000	41,67100000000	33,84600000000	1,53800000000	40,00000000000	15,38500000000	1,53800000000	0,00000000000	0,00000000000	10,76900000000	4,61500000000	83,33333333330	8,33333333333	8,33333333333
Smilkov	39	100,00000000000	39	8	7	6	9	2	2	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17,57000000000	3,77400000000	16,22600000000	45,42100000000	42,78500000000	47,54700000000	0,00000000000	43,77400000000	18,11300000000	6,41500000000	0,00000000000	0,37700000000	11,32100000000	3,01900000000	80,48780487800	2,43902439024	17,07317073170
Přestanov	56	100,00000000000	56	4	5	6	2	4	18	1	3	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	3	2	18,06000000000	0,00000000000	5,83900000000	36,76100000000	34,66100000000	39,65900000000	0,48700000000	28,71000000000	21,89800000000	5,10900000000	0,48700000000	1,46000000000	16,54500000000	7,54300000000	79,64071856290	3,59281437126	16,76646706590
Soběhrdy	85	100,00000000000	85	2	11	25	12	1	13	1	1	5	2	12	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	3	2	27,60000000000	0,87700000000	16,95900000000	40,68200000000	39,00600000000	49,41500000000	0,29200000000	29,24000000000	24,85400000000	10,23400000000	0,58500000000	0,29200000000	14,91200000000	3,80100000000	71,33333333330	8,00000000000	20,66666666670
Hurtova Lhota	16	93,75000000000	15	6	2	0	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,99000000000	0,00000000000	15,31500000000	39,02500000000	38,54300000000	50,90100000000	0,00000000000	37,38700000000	20,72100000000	2,25200000000	1,80200000000	0,45000000000	17,11700000000	1,35100000000	84,34782608700	4,34782608696	11,30434782610
Vysoká	27	100,00000000000	27	5	3	2	0	2	4	2	2	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	16,56000000000	1,08100000000	10,81100000000	33,79900000000	35,01100000000	42,70300000000	0,00000000000	28,64900000000	27,56800000000	5,94600000000	0,00000000000	0,54100000000	17,29700000000	4,32400000000	86,20689655170	3,44827586207	10,34482758620
Ždírec	19	100,00000000000	19	0	0	5	5	1	2	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	17,27000000000	0,00000000000	33,08800000000	37,37500000000	37,95600000000	50,00000000000	0,00000000000	29,41200000000	35,29400000000	2,20600000000	0,00000000000	0,00000000000	24,26500000000	2,94100000000	69,38775510200	6,12244897959	24,48979591840
